Sentence #,Word,Tag
,},O
,",",O
,journal,O
,=,O
,{,O
,IEEE,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Pattern,I-BOOKTITLE_OR_JOURNAL
,Analysis,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,Machine,I-BOOKTITLE_OR_JOURNAL
,Intelligence,I-BOOKTITLE_OR_JOURNAL
,},O
,",",O
,number,O
,=,O
,{,O
,3,B-NUMBER
,},O
,",",O
,pages,O
,=,O
,{,O
,226-239,B-PAGES
,},O
,",",O
,title,O
,=,O
,{,O
,On,B-TITLE
,combining,I-TITLE
,classifiers,I-TITLE
,},O
,",",O
,volume,O
,=,O
,{,O
,20,O
,},O
,",",O
,year,O
,=,O
,{,O
,1998,B-YEAR
,},O
,},O
,<,O
,pre,O
,>,O
,<,O
,p,O
,>,O
,<,O
,--,O
,technical-bibtex-end,O
,--,O
,>,O
,@,O
,author,O
,Alexander,O
,K.,O
,Seewald,O
,(,O
,alex,O
,@,O
,seewald.at,O
,),O
,@,O
,author,O
,Eibe,O
,Frank,O
,(,O
,eibe,O
,@,O
,cs.waikato.ac.nz,O
,),O
,@,O
,author,O
,Roberto,O
,Perdisci,O
,(,O
,roberto.perdisci,O
,@,O
,gmail.com,O
,),O
,@,O
,version,O
,$,O
,Revision,O
,:,O
,1.12,O
,$,O
,``,O
Sentence: 247,``,O
,MDE_pBX,O
,-,O
,Differential,O
,Evolution,O
,variant,O
,MDE_pBX,O
,is,O
,a,O
,member,O
,of,O
,the,O
,Differential,O
,Evolution,O
,(,O
,pagmo,O
,:,O
,:algorithm,O
,:,O
,:de,O
,),O
,algorithms,O
,.,O
,It,O
,uses,O
,the,O
,mutation,O
,scheme,O
,DE,O
,current-to-gr_best,O
,1,O
,which,O
,takes,O
,the,O
,best,O
,individual,O
,on,O
,a,O
,q,O
,%,O
,sample,O
,of,O
,the,O
,complete,O
,population,O
,for,O
,the,O
,generation,O
,of,O
,the,O
,donor,O
,vector,O
,(,O
,by,O
,default,O
,:,O
,q,O
,%,O
,=,O
,15,O
,%,O
,),O
,.,O
,The,O
,crossover,O
,scheme,O
,used,O
,is,O
,p-best,O
,crossover,O
,which,O
,uses,O
,a,O
,random,O
,vector,O
,choosen,O
,uniformly,O
,out,O
,of,O
,the,O
,p,O
,best,O
,individual,O
,from,O
,the,O
,population,O
,.,O
,The,O
,fitness,O
,scale,O
,Factor,O
,F,O
,and,O
,Crossover,O
,Probability,O
,Cr,O
,are,O
,adapted,O
,each,O
,generation,O
,and,O
,thus,O
,do,O
,not,O
,need,O
,to,O
,be,O
,provided,O
,as,O
,input,O
,.,O
,For,O
,each,O
,individual,O
,",",O
,Cr,O
,and,O
,F,O
,are,O
,drawn,O
,from,O
,a,O
,random,O
,distributions,O
,",",O
,defined,O
,by,O
,Cr_m,O
,and,O
,F_m,O
,.,O
,Each,O
,time,O
,",",O
,an,O
,individual,O
,with,O
,better,O
,fitness,O
,is,O
,created,O
,",",O
,the,O
,corresponding,O
,values,O
,for,O
,F,O
,and,O
,Cr,O
,are,O
,memorized,O
,.,O
,After,O
,one,O
,evolution,O
,step,O
,",",O
,the,O
,powermean,O
,of,O
,all,O
,these,O
,memorized,O
,successful,O
,factors,O
,is,O
,used,O
,to,O
,perturb,O
,the,O
,original,O
,random,O
,distributions,O
,",",O
,in,O
,order,O
,to,O
,generate,O
,better,O
,Cr,O
,and,O
,F,O
,in,O
,the,O
,next,O
,generation,O
,.,O
,NOTE,O
,:,O
,No,O
,memory,O
,parameter,O
,is,O
,used,O
,",",O
,since,O
,the,O
,algorithm,O
,depends,O
,on,O
,the,O
,current,O
,generation,O
,(,O
,it,O
,is,O
,recommended,O
,to,O
,use,O
,a,O
,high,O
,number,O
,of,O
,generations,O
,in,O
,order,O
,to,O
,exploit,O
,this,O
,adaptive,O
,feature,O
,.,O
,Running,O
,this,O
,algorithm,O
,1000,O
,times,O
,with,O
,just,O
,10,O
,Generations,O
,consecutively,O
,on,O
,the,O
,same,O
,population,O
,will,O
,yield,O
,different,O
,results,O
,than,O
,i.e,O
,.,O
,evolving,O
,just,O
,once,O
,but,O
,for,O
,10000,O
,Generations,O
,),O
,@,O
,see,O
,Sk,B-AUTHOR
,.,I-AUTHOR
,Minhazul,I-AUTHOR
,Islam,I-AUTHOR
,",",O
,S.,B-AUTHOR
,Das,I-AUTHOR
,",",O
,S.,B-AUTHOR
,Ghosh,I-AUTHOR
,",",O
,S.,B-AUTHOR
,Roy,I-AUTHOR
,",",O
,and,O
,P.,B-AUTHOR
,N.,I-AUTHOR
,Suganthan,I-AUTHOR
,",",O
,``,O
,An,B-TITLE
,Adaptive,I-TITLE
,Differential,I-TITLE
,Evolution,I-TITLE
,Algorithm,I-TITLE
,with,I-TITLE
,Novel,I-TITLE
,Mutation,I-TITLE
,and,I-TITLE
,Crossover,I-TITLE
,Strategies,I-TITLE
,for,I-TITLE
,Global,I-TITLE
,Numerical,I-TITLE
,Optimization,I-TITLE
,'',O
,",",O
,IEEE,B-BOOKTITLE_OR_JOURNAL
,Trans,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Systems,I-BOOKTITLE_OR_JOURNAL
,",",I-BOOKTITLE_OR_JOURNAL
,Man,I-BOOKTITLE_OR_JOURNAL
,",",I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,Cybernetics,I-BOOKTITLE_OR_JOURNAL
,",",I-BOOKTITLE_OR_JOURNAL
,Part,I-BOOKTITLE_OR_JOURNAL
,B,I-BOOKTITLE_OR_JOURNAL
,:,I-BOOKTITLE_OR_JOURNAL
,Cybernetics,I-BOOKTITLE_OR_JOURNAL
,",",O
,Vol,B-VOLUME
,.,I-VOLUME
,42,I-VOLUME
,",",O
,No,B-NUMBER
,.,I-NUMBER
,2,I-NUMBER
,",",O
,pp,B-PAGES
,.,I-PAGES
,482-500,I-PAGES
,",",O
,2012,B-YEAR
,.,O
,@,O
,author,O
,Marcus,O
,Maertens,O
,(,O
,mmarcusx,O
,@,O
,gmail.com,O
,),O
,@,O
,author,O
,Dario,O
,Izzo,O
,(,O
,dario.izzo,O
,@,O
,gmail.com,O
,),O
,``,O
Sentence: 248,``,O
,<,O
,--,O
,globalinfo-start,O
,--,O
,>,O
,Class,O
,for,O
,combining,O
,classifiers,O
,.,O
,Different,O
,combinations,O
,of,O
,probability,O
,estimates,O
,for,O
,classification,O
,are,O
,available.,O
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,For,O
,more,O
,information,O
,see,O
,:,O
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,Ludmila,B-AUTHOR
,I.,I-AUTHOR
,Kuncheva,I-AUTHOR
,(,O
,2004,B-YEAR
,),O
,.,O
,Combining,B-TITLE
,Pattern,I-TITLE
,Classifiers,I-TITLE
,:,I-TITLE
,Methods,I-TITLE
,and,I-TITLE
,Algorithms,I-TITLE
,.,O
,John,B-PUBLISHER
,Wiley,I-PUBLISHER
,and,I-PUBLISHER
,Sons,I-PUBLISHER
,",",I-PUBLISHER
,Inc..,I-PUBLISHER
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,J.,B-AUTHOR
,Kittler,I-AUTHOR
,",",O
,M.,B-AUTHOR
,Hatef,I-AUTHOR
,",",O
,Robert,B-AUTHOR
,P.W,I-AUTHOR
,.,I-AUTHOR
,Duin,I-AUTHOR
,",",O
,J.,O
,Matas,O
,(,O
,1998,B-YEAR
,),O
,.,O
,On,B-TITLE
,combining,I-TITLE
,classifiers,I-TITLE
,.,O
,IEEE,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Pattern,I-BOOKTITLE_OR_JOURNAL
,Analysis,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,Machine,I-BOOKTITLE_OR_JOURNAL
,Intelligence,I-BOOKTITLE_OR_JOURNAL
,.,O
,20,B-VOLUME
,(,O
,3,B-NUMBER
,),O
,:226-239,B-PAGES
,.,O
,<,O
,p,O
,>,O
,<,O
,--,O
,globalinfo-end,O
,--,O
,>,O
,<,O
,--,O
,options-start,O
,--,O
,>,O
,Valid,O
,options,O
,are,O
,:,O
,<,O
,p,O
,>,O
,<,O
,pre,O
,>,O
,-S,O
,&,O
,lt,O
,;,O
,num,O
,&,O
,gt,O
,;,O
,Random,O
,number,O
,seed,O
,.,O
,(,O
,default,O
,1,O
,),O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-B,O
,&,O
,lt,O
,;,O
,classifier,O
,specification,O
,&,O
,gt,O
,;,O
,Full,O
,class,O
,name,O
,of,O
,classifier,O
,to,O
,include,O
,",",O
,followed,O
,by,O
,scheme,O
,options,O
,.,O
,May,O
,be,O
,specified,O
,multiple,O
,times,O
,.,O
,(,O
,default,O
,:,O
,``,O
,weka.classifiers.rules.ZeroR,O
,'',O
,),O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-D,O
,If,O
,set,O
,",",O
,classifier,O
,is,O
,run,O
,in,O
,debug,O
,mode,O
,and,O
,may,O
,output,O
,additional,O
,info,O
,to,O
,the,O
,console,O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-R,O
,&,O
,lt,O
,;,O
,AVG|PROD|MAJ|MIN|MAX|MED,O
,&,O
,gt,O
,;,O
,The,O
,combination,O
,rule,O
,to,O
,use,O
,(,O
,default,O
,:,O
,AVG,O
,),O
,<,O
,pre,O
,>,O
,<,O
,--,O
,options-end,O
,--,O
,>,O
,<,O
,--,O
,technical-bibtex-start,O
,--,O
,>,O
,BibTeX,O
,:,O
,<,O
,pre,O
,>,O
,&,O
,64,O
,;,O
,book,O
,{,O
,Kuncheva2004,O
,",",O
,author,O
,=,O
,{,O
,Ludmila,B-AUTHOR
,I.,I-AUTHOR
,Kuncheva,I-AUTHOR
,},O
,",",O
,publisher,O
,=,O
,{,O
,John,B-PUBLISHER
,Wiley,I-PUBLISHER
,and,I-PUBLISHER
,Sons,I-PUBLISHER
,",",I-PUBLISHER
,Inc.,I-PUBLISHER
,},O
,",",O
,title,O
,=,O
,{,O
,Combining,B-TITLE
,Pattern,I-TITLE
,Classifiers,I-TITLE
,:,I-TITLE
,Methods,I-TITLE
,and,I-TITLE
,Algorithms,I-TITLE
,},O
,",",O
,year,O
,=,O
,{,O
,2004,B-YEAR
,},O
,},O
,&,O
,64,O
,;,O
,article,O
,{,O
,Kittler1998,O
,",",O
,author,O
,=,O
,{,O
,J.,B-AUTHOR
,Kittler,I-AUTHOR
,and,O
,M.,B-AUTHOR
,Hatef,I-AUTHOR
,and,O
,Robert,B-AUTHOR
,P.W,I-AUTHOR
,.,I-AUTHOR
,Duin,I-AUTHOR
,and,O
,J.,O
,Matas,O
,},O
,",",O
,journal,O
,=,O
,{,O
,IEEE,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Pattern,I-BOOKTITLE_OR_JOURNAL
,Analysis,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,Machine,I-BOOKTITLE_OR_JOURNAL
,Intelligence,I-BOOKTITLE_OR_JOURNAL
,},O
,",",O
,number,O
,=,O
,{,O
,3,B-NUMBER
,},O
,",",O
,pages,O
,=,O
,{,O
,226-239,B-PAGES
,},O
,",",O
,title,O
,=,O
,{,O
,On,B-TITLE
,combining,I-TITLE
,classifiers,I-TITLE
,},O
,",",O
,volume,O
,=,O
,{,O
,20,B-VOLUME
,},O
,",",O
,year,O
,=,O
,{,O
,1998,B-YEAR
,},O
,},O
,<,O
,pre,O
,>,O
,<,O
,p,O
,>,O
,<,O
,--,O
,technical-bibtex-end,O
,--,O
,>,O
,@,O
,author,O
,Alexander,O
,K.,O
,Seewald,O
,(,O
,alex,O
,@,O
,seewald.at,O
,),O
,@,O
,author,O
,Eibe,O
,Frank,O
,(,O
,eibe,O
,@,O
,cs.waikato.ac.nz,O
,),O
,@,O
,author,O
,Roberto,O
,Perdisci,O
,(,O
,roberto.perdisci,O
,@,O
,gmail.com,O
,),O
,@,O
,version,O
,$,O
,Revision,O
,:,O
,1.18,O
,$,O
,``,O
Sentence: 249,``,O
,r,O
,'',O
,'',O
,'',O
,Compute,O
,global,O
,(,O
,i.e.,O
,",",O
,not,O
,per-nucleus,O
,),O
,features,O
,of,O
,the,O
,nuclei,O
,with,O
,the,O
,given,O
,centroids,O
,based,O
,on,O
,the,O
,partitioning,O
,of,O
,the,O
,space,O
,into,O
,Voronoi,O
,cells,O
,and,O
,on,O
,the,O
,induced,O
,graph,O
,structure,O
,.,O
,Parameters,O
,--,O
,--,O
,--,O
,--,O
,--,O
,centroids,O
,:,O
,array_like,O
,Nx2,O
,numpy,O
,array,O
,of,O
,nuclear,O
,centroids,O
,neighbor_distances,O
,:,O
,array_like,O
,Radii,O
,to,O
,count,O
,neighbors,O
,in,O
,neighbor_counts,O
,:,O
,sequence,O
,Sequence,O
,of,O
,numbers,O
,of,O
,neighbors,O
,",",O
,each,O
,of,O
,which,O
,is,O
,used,O
,to,O
,compute,O
,statistics,O
,relating,O
,to,O
,the,O
,distance,O
,required,O
,to,O
,reach,O
,that,O
,many,O
,neighbors,O
,.,O
,Returns,O
,--,O
,--,O
,--,O
,-,O
,props,O
,:,O
,pandas.DataFrame,O
,A,O
,single-row,O
,DataFrame,O
,with,O
,the,O
,following,O
,columns,O
,:,O
,-,O
,voronoi,O
,_,O
,...,O
,:,O
,Voronoi,O
,diagram,O
,features,O
,-,O
,area,O
,_,O
,...,O
,:,O
,Polygon,O
,area,O
,features,O
,-,O
,peri,O
,_,O
,...,O
,:,O
,Polygon,O
,perimeter,O
,features,O
,-,O
,max_dist,O
,_,O
,...,O
,:,O
,Maximum,O
,distance,O
,in,O
,polygon,O
,features,O
,-,O
,delaunay,O
,_,O
,...,O
,:,O
,Delaunay,O
,triangulation,O
,features,O
,-,O
,sides,O
,_,O
,...,O
,:,O
,Triangle,O
,side,O
,length,O
,features,O
,-,O
,area,O
,_,O
,...,O
,:,O
,Triangle,O
,area,O
,features,O
,-,O
,mst_branches,O
,_,O
,...,O
,:,O
,Minimum,O
,spanning,O
,tree,O
,branch,O
,features,O
,-,O
,density,O
,_,O
,...,O
,:,O
,Density,O
,features,O
,-,O
,neighbors_in_distance,O
,_,O
,...,O
,-,O
,0,O
,",",O
,1,O
,",",O
,...,O
,",",O
,len,O
,(,O
,neighbor_distances,O
,),O
,-,O
,1,O
,:,O
,Neighbor,O
,count,O
,within,O
,given,O
,radius,O
,features,O
,.,O
,-,O
,distance_for_neighbors,O
,_,O
,...,O
,-,O
,0,O
,",",O
,1,O
,",",O
,...,O
,",",O
,len,O
,(,O
,neighbor_counts,O
,),O
,-,O
,1,O
,:,O
,Minimum,O
,distance,O
,to,O
,enclose,O
,count,O
,neighbors,O
,features,O
,The,O
,``,O
,...,O
,'',O
,s,O
,are,O
,meant,O
,to,O
,signify,O
,that,O
,what,O
,precedes,O
,is,O
,the,O
,start,O
,of,O
,a,O
,column,O
,name,O
,.,O
,At,O
,the,O
,end,O
,of,O
,each,O
,column,O
,name,O
,is,O
,one,O
,of,O
,'mean,O
,',O
,",",O
,'stddev,O
,',O
,",",O
,'min_max_ratio,O
,',O
,",",O
,and,O
,'disorder,O
,',O
,.,O
,'min_max_ratio,O
,',O
,is,O
,the,O
,minimum-to-maximum,O
,ratio,O
,",",O
,and,O
,disorder,O
,is,O
,stddev,O
,(,O
,mean,O
,+,O
,stddev,O
,),O
,.,O
,Note,O
,--,O
,--,O
,The,O
,indices,O
,for,O
,the,O
,density,O
,features,O
,are,O
,with,O
,respect,O
,to,O
,the,O
,sorted,O
,values,O
,of,O
,the,O
,corresponding,O
,argument,O
,sequence,O
,.,O
,References,O
,--,O
,--,O
,--,O
,--,O
,--,O
,..,O
,[,O
,],O
,Doyle,B-AUTHOR
,",",I-AUTHOR
,S.,I-AUTHOR
,",",O
,Agner,B-AUTHOR
,",",I-AUTHOR
,S.,I-AUTHOR
,",",O
,Madabhushi,B-AUTHOR
,",",I-AUTHOR
,A.,I-AUTHOR
,",",O
,Feldman,B-AUTHOR
,",",I-AUTHOR
,M.,I-AUTHOR
,",",O
,&,O
,Tomaszewski,B-AUTHOR
,",",I-AUTHOR
,J,I-AUTHOR
,.,I-AUTHOR
,(,O
,2008,B-YEAR
,",",O
,May,B-MONTH
,),O
,.,O
,Automated,B-TITLE
,grading,I-TITLE
,of,I-TITLE
,breast,I-TITLE
,cancer,I-TITLE
,histopathology,I-TITLE
,using,I-TITLE
,spectral,I-TITLE
,clustering,I-TITLE
,with,I-TITLE
,textural,I-TITLE
,and,I-TITLE
,architectural,I-TITLE
,image,I-TITLE
,features,I-TITLE
,.,O
,In,O
,Biomedical,B-BOOKTITLE_OR_JOURNAL
,Imaging,I-BOOKTITLE_OR_JOURNAL
,:,I-BOOKTITLE_OR_JOURNAL
,From,I-BOOKTITLE_OR_JOURNAL
,Nano,I-BOOKTITLE_OR_JOURNAL
,to,I-BOOKTITLE_OR_JOURNAL
,Macro,I-BOOKTITLE_OR_JOURNAL
,",",I-BOOKTITLE_OR_JOURNAL
,2008,B-TITLE
,.,I-BOOKTITLE_OR_JOURNAL
,ISBI,I-BOOKTITLE_OR_JOURNAL
,2008,B-TITLE
,.,I-BOOKTITLE_OR_JOURNAL
,5th,I-BOOKTITLE_OR_JOURNAL
,IEEE,I-BOOKTITLE_OR_JOURNAL
,International,I-BOOKTITLE_OR_JOURNAL
,Symposium,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,(,O
,pp,B-PAGES
,.,I-PAGES
,496-499,I-PAGES
,),O
,.,O
,IEEE.,B-PUBLISHER
,``,O
,'',O
,'',O
,'',O
Sentence: 250,``,O
,``,O
,'',O
,'',O
,Inverse,O
,radon,O
,transform,O
,.,O
,Reconstruct,O
,an,O
,image,O
,from,O
,the,O
,radon,O
,transform,O
,",",O
,using,O
,the,O
,filtered,O
,back,O
,projection,O
,algorithm,O
,.,O
,Parameters,O
,--,O
,--,O
,--,O
,--,O
,--,O
,radon_image,O
,:,O
,array_like,O
,",",O
,dtype=float,O
,Image,O
,containing,O
,radon,O
,transform,O
,(,O
,sinogram,O
,),O
,.,O
,Each,O
,column,O
,of,O
,the,O
,image,O
,corresponds,O
,to,O
,a,O
,projection,O
,along,O
,a,O
,different,O
,angle,O
,.,O
,The,O
,tomography,O
,rotation,O
,axis,O
,should,O
,lie,O
,at,O
,the,O
,pixel,O
,index,O
,``,O
,radon_image.shape,O
,[,O
,0,O
,],O
,2,O
,``,O
,along,O
,the,O
,0th,O
,dimension,O
,of,O
,``,O
,radon_image,O
,``,O
,.,O
,theta,O
,:,O
,array_like,O
,",",O
,dtype=float,O
,",",O
,optional,O
,Reconstruction,O
,angles,O
,(,O
,in,O
,degrees,O
,),O
,.,O
,Default,O
,:,O
,m,O
,angles,O
,evenly,O
,spaced,O
,between,O
,0,O
,and,O
,180,O
,(,O
,if,O
,the,O
,shape,O
,of,O
,`,O
,radon_image,O
,`,O
,is,O
,(,O
,N,O
,",",O
,M,O
,),O
,),O
,.,O
,output_size,O
,:,O
,int,O
,Number,O
,of,O
,rows,O
,and,O
,columns,O
,in,O
,the,O
,reconstruction,O
,.,O
,filter,O
,:,O
,str,O
,",",O
,optional,O
,(,O
,default,O
,ramp,O
,),O
,Filter,O
,used,O
,in,O
,frequency,O
,domain,O
,filtering,O
,.,O
,Ramp,O
,filter,O
,used,O
,by,O
,default,O
,.,O
,Filters,O
,available,O
,:,O
,ramp,O
,",",O
,shepp-logan,O
,",",O
,cosine,O
,",",O
,hamming,O
,",",O
,hann,O
,.,O
,Assign,O
,None,O
,to,O
,use,O
,no,O
,filter,O
,.,O
,interpolation,O
,:,O
,str,O
,",",O
,optional,O
,(,O
,default,O
,'linear,O
,',O
,),O
,Interpolation,O
,method,O
,used,O
,in,O
,reconstruction,O
,.,O
,Methods,O
,available,O
,:,O
,'linear,O
,',O
,",",O
,'nearest,O
,',O
,",",O
,and,O
,'cubic,O
,',O
,(,O
,'cubic,O
,',O
,is,O
,slow,O
,),O
,.,O
,circle,O
,:,O
,boolean,O
,",",O
,optional,O
,Assume,O
,the,O
,reconstructed,O
,image,O
,is,O
,zero,O
,outside,O
,the,O
,inscribed,O
,circle,O
,.,O
,Also,O
,changes,O
,the,O
,default,O
,output_size,O
,to,O
,match,O
,the,O
,behaviour,O
,of,O
,``,O
,radon,O
,``,O
,called,O
,with,O
,``,O
,circle=True,O
,``,O
,.,O
,The,O
,default,O
,behavior,O
,(,O
,None,O
,),O
,is,O
,equivalent,O
,to,O
,False,O
,.,O
,Returns,O
,--,O
,--,O
,--,O
,-,O
,reconstructed,O
,:,O
,ndarray,O
,Reconstructed,O
,image,O
,.,O
,The,O
,rotation,O
,axis,O
,will,O
,be,O
,located,O
,in,O
,the,O
,pixel,O
,with,O
,indices,O
,``,O
,(,O
,reconstructed.shape,O
,[,O
,0,O
,],O
,2,O
,",",O
,reconstructed.shape,O
,[,O
,1,O
,],O
,2,O
,),O
,``,O
,.,O
,References,O
,--,O
,--,O
,--,O
,--,O
,--,O
,..,O
,[,O
,1,O
,],O
,AC,B-AUTHOR
,Kak,I-AUTHOR
,",",O
,M,B-AUTHOR
,Slaney,I-AUTHOR
,",",O
,``,O
,Principles,B-TITLE
,of,I-TITLE
,Computerized,I-TITLE
,Tomographic,I-TITLE
,Imaging,I-TITLE
,'',O
,",",O
,IEEE,B-PUBLISHER
,Press,I-PUBLISHER
,1988,B-YEAR
,.,O
,..,O
,[,O
,2,O
,],O
,B.R,B-AUTHOR
,.,I-AUTHOR
,Ramesh,I-AUTHOR
,",",O
,N.,B-AUTHOR
,Srinivasa,I-AUTHOR
,",",O
,K.,B-AUTHOR
,Rajgopal,I-AUTHOR
,",",O
,``,O
,An,B-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Computing,I-TITLE
,the,I-TITLE
,Discrete,I-TITLE
,Radon,I-TITLE
,Transform,I-TITLE
,With,I-TITLE
,Some,I-TITLE
,Applications,I-TITLE
,'',O
,",",O
,Proceedings,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,the,I-BOOKTITLE_OR_JOURNAL
,Fourth,I-BOOKTITLE_OR_JOURNAL
,IEEE,I-BOOKTITLE_OR_JOURNAL
,Region,I-BOOKTITLE_OR_JOURNAL
,10,I-BOOKTITLE_OR_JOURNAL
,International,I-BOOKTITLE_OR_JOURNAL
,Conference,I-BOOKTITLE_OR_JOURNAL
,",",I-BOOKTITLE_OR_JOURNAL
,TENCON,I-BOOKTITLE_OR_JOURNAL
,'89,B-TITLE
,",",O
,1989,B-YEAR
,Notes,O
,--,O
,--,O
,-,O
,It,O
,applies,O
,the,O
,Fourier,O
,slice,O
,theorem,O
,to,O
,reconstruct,O
,an,O
,image,O
,by,O
,multiplying,O
,the,O
,frequency,O
,domain,O
,of,O
,the,O
,filter,O
,with,O
,the,O
,FFT,O
,of,O
,the,O
,projection,O
,data,O
,.,O
,This,O
,algorithm,O
,is,O
,called,O
,filtered,O
,back,O
,projection.,O
,``,O
,'',O
,'',O
,'',O
Sentence: 251,``,O
,=============================================================================================================,O
,@,O
,file,O
,rtsssalgo.h,O
,@,O
,author,O
,Seok,O
,Lew,O
,<,O
,slew,O
,@,O
,nmr.mgh.harvard.edu,O
,>,O
,;,O
,Matti,O
,Hamalainen,O
,<,O
,msh,O
,@,O
,nmr.mgh.harvard.edu,O
,>,O
,@,O
,version,O
,1.0,O
,@,O
,date,O
,June,O
,",",O
,2013,O
,@,O
,section,O
,LICENSE,O
,Copyright,O
,(,O
,C,O
,),O
,2013,O
,",",O
,Seok,O
,Lew,O
,and,O
,Matti,O
,Hamalainen,O
,.,O
,All,O
,rights,O
,reserved,O
,.,O
,Redistribution,O
,and,O
,use,O
,in,O
,source,O
,and,O
,binary,O
,forms,O
,",",O
,with,O
,or,O
,without,O
,modification,O
,",",O
,are,O
,permitted,O
,provided,O
,that,O
,the,O
,following,O
,conditions,O
,are,O
,met,O
,:,O
,Redistributions,O
,of,O
,source,O
,code,O
,must,O
,retain,O
,the,O
,above,O
,copyright,O
,notice,O
,",",O
,this,O
,list,O
,of,O
,conditions,O
,and,O
,the,O
,following,O
,disclaimer,O
,.,O
,Redistributions,O
,in,O
,binary,O
,form,O
,must,O
,reproduce,O
,the,O
,above,O
,copyright,O
,notice,O
,",",O
,this,O
,list,O
,of,O
,conditions,O
,and,O
,the,O
,following,O
,disclaimer,O
,in,O
,the,O
,documentation,O
,and,O
,or,O
,other,O
,materials,O
,provided,O
,with,O
,the,O
,distribution,O
,.,O
,Neither,O
,the,O
,name,O
,of,O
,MNE-CPP,O
,authors,O
,nor,O
,the,O
,names,O
,of,O
,its,O
,contributors,O
,may,O
,be,O
,used,O
,to,O
,endorse,O
,or,O
,promote,O
,products,O
,derived,O
,from,O
,this,O
,software,O
,without,O
,specific,O
,prior,O
,written,O
,permission,O
,.,O
,THIS,O
,SOFTWARE,O
,IS,O
,PROVIDED,O
,BY,O
,THE,O
,COPYRIGHT,O
,HOLDERS,O
,AND,O
,CONTRIBUTORS,O
,``,O
,AS,O
,IS,O
,'',O
,AND,O
,ANY,O
,EXPRESS,O
,OR,O
,IMPLIED,O
,WARRANTIES,O
,",",O
,INCLUDING,O
,",",O
,BUT,O
,NOT,O
,LIMITED,O
,TO,O
,",",O
,THE,O
,IMPLIED,O
,WARRANTIES,O
,OF,O
,MERCHANTABILITY,O
,AND,O
,FITNESS,O
,FOR,O
,A,O
,PARTICULAR,O
,PURPOSE,O
,ARE,O
,DISCLAIMED,O
,.,O
,IN,O
,NO,O
,EVENT,O
,SHALL,O
,THE,O
,COPYRIGHT,O
,OWNER,O
,OR,O
,CONTRIBUTORS,O
,BE,O
,LIABLE,O
,FOR,O
,ANY,O
,DIRECT,O
,",",O
,INDIRECT,O
,",",O
,INCIDENTAL,O
,",",O
,SPECIAL,O
,",",O
,EXEMPLARY,O
,",",O
,OR,O
,CONSEQUENTIAL,O
,DAMAGES,O
,(,O
,INCLUDING,O
,",",O
,BUT,O
,NOT,O
,LIMITED,O
,TO,O
,",",O
,PROCUREMENT,O
,OF,O
,SUBSTITUTE,O
,GOODS,O
,OR,O
,SERVICES,O
,;,O
,LOSS,O
,OF,O
,USE,O
,",",O
,DATA,O
,",",O
,OR,O
,PROFITS,O
,;,O
,OR,O
,BUSINESS,O
,INTERRUPTION,O
,),O
,HOWEVER,O
,CAUSED,O
,AND,O
,ON,O
,ANY,O
,THEORY,O
,OF,O
,LIABILITY,O
,",",O
,WHETHER,O
,IN,O
,CONTRACT,O
,",",O
,STRICT,O
,LIABILITY,O
,",",O
,OR,O
,TORT,O
,(,O
,INCLUDING,O
,NEGLIGENCE,O
,OR,O
,OTHERWISE,O
,),O
,ARISING,O
,IN,O
,ANY,O
,WAY,O
,OUT,O
,OF,O
,THE,O
,USE,O
,OF,O
,THIS,O
,SOFTWARE,O
,",",O
,EVEN,O
,IF,O
,ADVISED,O
,OF,O
,THE,O
,POSSIBILITY,O
,OF,O
,SUCH,O
,DAMAGE,O
,.,O
,@,O
,brief,O
,Contains,O
,the,O
,declaration,O
,of,O
,the,O
,RtSssAlgo,O
,class,O
,.,O
,@,O
,remarks,O
,This,O
,rtsssalgo,O
,is,O
,implemented,O
,based,O
,on,O
,a,O
